0,puzzle_name,puzzle_b,face_search,memory_search,puzzle_piece_search,skip_unknown_search,memory_loss_factor,0.3,memory_loss_counter_limit,3,glance_factor,0.5
1,Puzzle,puzzle_b,action,LookAtPuzzle,point,0|0
2,Block,16,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,16,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
4,Block,16,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
5,Block,16,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateRight
6,Block,15,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
7,Block,14,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
8,Puzzle,puzzle_b,action,LookAtPuzzle,point,0|340
9,Block,14,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
10,Block,14,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
11,Block,13,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
12,Block,13,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
13,Block,12,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
14,Block,12,Face,5,Pattern,BlackSquare,action,GoToFaceFive
15,Block,11,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
16,Puzzle,puzzle_b,action,LookAtPuzzle,point,170|0
17,Block,11,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
18,Block,11,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
19,Block,10,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
20,Block,10,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
21,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
22,Block,9,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
23,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
24,Puzzle,puzzle_b,action,LookAtPuzzle,point,170|510
25,Block,8,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
26,Block,8,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
27,Block,8,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateRight
28,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
29,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
30,Puzzle,puzzle_b,action,LookAtPuzzle,point,340|170
31,Block,6,Face,5,Pattern,BlackSquare,action,GoToFaceFive
32,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
33,Block,5,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
34,Block,5,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
35,Block,5,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateRight
36,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
37,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
38,Block,3,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
39,Block,3,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
40,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
41,Puzzle,puzzle_b,action,LookAtPuzzle,point,510|0
42,Block,2,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
43,Block,2,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
44,Block,2,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateRight
45,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
46,Puzzle,puzzle_b,action,LookAtPuzzle,point,510|510
47,Block,1,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
0,puzzle_name,puzzle_b,face_search,memory_search,puzzle_piece_search,skip_unknown_search,memory_loss_factor,0.3,memory_loss_counter_limit,3,glance_factor,0.5
1,Puzzle,puzzle_b,action,LookAtPuzzle,point,0|0
2,Block,16,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,16,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
4,Block,16,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
5,Block,16,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateRight
6,Block,15,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
7,Block,14,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
8,Puzzle,puzzle_b,action,LookAtPuzzle,point,0|340
9,Block,14,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
10,Block,14,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
11,Block,13,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
12,Block,13,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
13,Block,12,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
14,Block,12,Face,5,Pattern,BlackSquare,action,GoToFaceFive
15,Block,11,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
16,Puzzle,puzzle_b,action,LookAtPuzzle,point,170|0
17,Block,11,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
18,Block,11,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
19,Block,10,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
20,Block,10,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
21,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
22,Block,9,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
23,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
24,Puzzle,puzzle_b,action,LookAtPuzzle,point,170|510
25,Block,8,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
26,Block,8,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
27,Block,8,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateRight
28,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
29,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
30,Puzzle,puzzle_b,action,LookAtPuzzle,point,340|170
31,Block,6,Face,5,Pattern,BlackSquare,action,GoToFaceFive
32,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
33,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
34,Puzzle,puzzle_b,action,LookAtPuzzle,point,340|340
35,Block,4,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
36,Block,4,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
37,Block,4,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateRight
38,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
39,Block,3,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
40,Block,3,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
41,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
42,Puzzle,puzzle_b,action,LookAtPuzzle,point,510|0
