0,puzzle_name,puzzle_a,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_a,action,LookAtPuzzle,point,0|0
53,Block,10,Face,5,Pattern,BlackSquare,action,GoToFaceFive
54,Block,10,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
55,Block,10,Face,5,Pattern,BlackSquare,action,GoToFaceFive
56,Block,10,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
57,Block,10,Face,5,Pattern,BlackSquare,action,GoToFaceFive
58,Block,10,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
59,Block,10,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
60,Block,10,Face,5,Pattern,BlackSquare,action,GoToFaceFive
61,Block,10,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
62,Block,10,Face,2,Pattern,WhiteSquare,action,RotateRight
63,Block,10,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
64,Block,10,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
65,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
66,Puzzle,puzzle_a,action,LookAtPuzzle,point,170|510
67,Block,9,Face,4,Pattern,BlackSquare,action,GoToFaceFour
68,Block,9,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
69,Block,9,Face,3,Pattern,WhiteSquare,action,RotateLeft
70,Block,9,Face,4,Pattern,BlackSquare,action,GoToFaceFour
71,Block,9,Face,4,Pattern,BlackSquare,action,RotateRight
72,Block,9,Face,4,Pattern,BlackSquare,action,RotateRight
73,Block,9,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
74,Block,9,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
75,Block,9,Face,2,Pattern,WhiteSquare,action,RotateLeft
76,Block,9,Face,5,Pattern,BlackSquare,action,GoToFaceFive
77,Block,9,Face,5,Pattern,BlackSquare,action,RotateLeft
78,Block,9,Face,5,Pattern,BlackSquare,action,RotateLeft
79,Block,9,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
80,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
81,Puzzle,puzzle_a,action,LookAtPuzzle,point,340|0
82,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
83,Puzzle,puzzle_a,action,LookAtPuzzle,point,340|170
84,Block,7,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
85,Block,7,Face,2,Pattern,WhiteSquare,action,RotateLeft
86,Block,7,Face,2,Pattern,WhiteSquare,action,RotateRight
87,Block,7,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
88,Block,7,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
89,Block,7,Face,5,Pattern,BlackSquare,action,GoToFaceFive
90,Block,7,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
91,Block,7,Face,2,Pattern,WhiteSquare,action,RotateRight
92,Block,7,Face,2,Pattern,WhiteSquare,action,RotateLeft
93,Block,7,Face,2,Pattern,WhiteSquare,action,RotateRight
94,Block,7,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
95,Block,7,Face,6,Pattern,BlackBottomRightCornerSquare,action,RotateLeft
96,Block,7,Face,4,Pattern,BlackSquare,action,GoToFaceFour
97,Block,7,Face,5,Pattern,BlackSquare,action,GoToFaceFive
98,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
99,Block,7,Face,5,Pattern,BlackSquare,action,GoToFaceFive
100,Block,7,Face,4,Pattern,BlackSquare,action,GoToFaceFour
101,Block,7,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
102,Block,7,Face,4,Pattern,BlackSquare,action,GoToFaceFour
103,Block,7,Face,4,Pattern,BlackSquare,action,RotateRight
104,Block,7,Face,1,Pattern,BlackBottomRightCornerSquare,action,GoToFaceOne
105,Block,7,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
106,Block,7,Face,5,Pattern,BlackSquare,action,GoToFaceFive
107,Block,7,Face,5,Pattern,BlackSquare,action,RotateLeft
108,Block,7,Face,4,Pattern,BlackSquare,action,GoToFaceFour
109,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
110,Block,7,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
111,Block,7,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
112,Block,7,Face,1,Pattern,BlackBottomRightCornerSquare,action,GoToFaceOne
113,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,RotateLeft
114,Block,7,Face,4,Pattern,BlackSquare,action,GoToFaceFour
115,Block,7,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
116,Block,7,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
117,Block,7,Face,2,Pattern,WhiteSquare,action,RotateRight
118,Block,7,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
119,Block,7,Face,3,Pattern,WhiteSquare,action,RotateLeft
120,Block,7,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
121,Block,7,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
122,Block,7,Face,6,Pattern,BlackTopRightCornerSquare,action,RotateLeft
123,Block,7,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
124,Block,7,Face,3,Pattern,WhiteSquare,action,RotateLeft
125,Block,7,Face,3,Pattern,WhiteSquare,action,RotateRight
126,Block,7,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
127,Block,7,Face,5,Pattern,BlackSquare,action,GoToFaceFive
128,Block,7,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
129,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
130,Puzzle,puzzle_a,action,LookAtPuzzle,point,340|340
131,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
132,Puzzle,puzzle_a,action,LookAtPuzzle,point,340|510
133,Block,5,Face,5,Pattern,BlackSquare,action,GoToFaceFive
134,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
135,Block,5,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
136,Block,5,Face,5,Pattern,BlackSquare,action,GoToFaceFive
137,Block,5,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
138,Block,5,Face,5,Pattern,BlackSquare,action,GoToFaceFive
139,Block,5,Face,4,Pattern,BlackSquare,action,GoToFaceFour
140,Block,5,Face,4,Pattern,BlackSquare,action,RotateRight
141,Block,5,Face,6,Pattern,BlackTopLeftCornerSquare,action,GoToFaceSix
142,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
143,Puzzle,puzzle_a,action,LookAtPuzzle,point,510|0
144,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
145,Block,4,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
146,Block,4,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
147,Block,4,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
148,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
149,Puzzle,puzzle_a,action,LookAtPuzzle,point,510|170
150,Block,3,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
151,Block,3,Face,5,Pattern,BlackSquare,action,GoToFaceFive
152,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
153,Block,3,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
154,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,RotateLeft
155,Block,3,Face,5,Pattern,BlackSquare,action,GoToFaceFive
156,Block,3,Face,5,Pattern,BlackSquare,action,RotateRight
157,Block,3,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
158,Block,3,Face,5,Pattern,BlackSquare,action,GoToFaceFive
159,Block,3,Face,5,Pattern,BlackSquare,action,RotateRight
160,Block,3,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
161,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
162,Puzzle,puzzle_a,action,LookAtPuzzle,point,510|340
163,Block,2,Face,5,Pattern,BlackSquare,action,GoToFaceFive
164,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
165,Block,2,Face,4,Pattern,BlackSquare,action,RotateLeft
166,Block,2,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
167,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
168,Block,2,Face,3,Pattern,WhiteSquare,action,RotateLeft
169,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
170,Block,2,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
171,Block,2,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateRight
172,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
173,Block,2,Face,5,Pattern,BlackSquare,action,GoToFaceFive
174,Block,2,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
175,Block,2,Face,5,Pattern,BlackSquare,action,GoToFaceFive
176,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
177,Block,2,Face,4,Pattern,BlackSquare,action,RotateLeft
178,Block,2,Face,4,Pattern,BlackSquare,action,RotateRight
179,Block,2,Face,4,Pattern,BlackSquare,action,RotateLeft
180,Block,2,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
181,Block,2,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateRight
182,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
183,Block,2,Face,2,Pattern,WhiteSquare,action,RotateLeft
184,Block,2,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
185,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
186,Block,2,Face,4,Pattern,BlackSquare,action,RotateRight
187,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
188,Block,2,Face,3,Pattern,WhiteSquare,action,RotateLeft
189,Block,2,Face,6,Pattern,BlackTopLeftCornerSquare,action,GoToFaceSix
190,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
191,Block,2,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
192,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
193,Block,2,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
194,Block,2,Face,5,Pattern,BlackSquare,action,GoToFaceFive
195,Block,2,Face,5,Pattern,BlackSquare,action,RotateRight
196,Block,2,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
197,Block,2,Face,6,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
198,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
199,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
200,Block,2,Face,3,Pattern,WhiteSquare,action,RotateLeft
201,Block,2,Face,3,Pattern,WhiteSquare,action,RotateRight
202,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
203,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
204,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
205,Block,2,Face,2,Pattern,WhiteSquare,action,RotateLeft
206,Block,2,Face,1,Pattern,BlackBottomRightCornerSquare,action,GoToFaceOne
207,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
208,Puzzle,puzzle_a,action,LookAtPuzzle,point,510|510
209,Block,1,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
210,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,RotateLeft
211,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
212,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
213,Block,1,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
214,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
215,Block,1,Face,2,Pattern,WhiteSquare,action,RotateRight
216,Block,1,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
