0,puzzle_name,puzzle_a,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.2,memory_loss_counter_limit,3,glance_factor,0.8
1,Puzzle,puzzle_a,action,LookAtPuzzle,point,0|0
2,Block,16,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,15,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
4,Block,15,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
5,Block,15,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
6,Block,15,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
7,Block,15,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
8,Block,15,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
9,Block,15,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
10,Block,15,Face,2,Pattern,WhiteSquare,action,RotateRight
11,Block,15,Face,1,Pattern,BlackBottomRightCornerSquare,action,GoToFaceOne
12,Block,15,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
13,Block,15,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
14,Block,15,Face,5,Pattern,BlackSquare,action,GoToFaceFive
15,Block,15,Face,5,Pattern,BlackSquare,action,RotateLeft
16,Block,15,Face,4,Pattern,BlackSquare,action,GoToFaceFour
17,Block,15,Face,4,Pattern,BlackSquare,action,RotateRight
18,Block,15,Face,4,Pattern,BlackSquare,action,RotateLeft
19,Block,15,Face,4,Pattern,BlackSquare,action,RotateLeft
20,Block,15,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
21,Block,14,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
22,Puzzle,puzzle_a,action,LookAtPuzzle,point,0|340
23,Block,13,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
24,Block,13,Face,5,Pattern,BlackSquare,action,GoToFaceFive
25,Block,13,Face,5,Pattern,BlackSquare,action,RotateRight
26,Block,13,Face,1,Pattern,BlackBottomRightCornerSquare,action,GoToFaceOne
27,Block,13,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
28,Block,13,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
29,Block,13,Face,4,Pattern,BlackSquare,action,GoToFaceFour
30,Block,13,Face,4,Pattern,BlackSquare,action,RotateRight
31,Block,13,Face,5,Pattern,BlackSquare,action,GoToFaceFive
32,Block,13,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
33,Block,13,Face,2,Pattern,WhiteSquare,action,RotateRight
34,Block,13,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
35,Block,13,Face,6,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
36,Block,12,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
37,Puzzle,puzzle_a,action,LookAtPuzzle,point,170|0
38,Block,12,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
39,Block,11,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
40,Puzzle,puzzle_a,action,LookAtPuzzle,point,170|170
41,Block,11,Face,4,Pattern,BlackSquare,action,GoToFaceFour
42,Block,11,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
43,Block,11,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
44,Block,11,Face,4,Pattern,BlackSquare,action,GoToFaceFour
45,Block,11,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
46,Block,11,Face,3,Pattern,WhiteSquare,action,RotateLeft
47,Block,11,Face,4,Pattern,BlackSquare,action,GoToFaceFour
48,Block,11,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
49,Block,11,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
50,Block,11,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
51,Block,11,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
52,Block,11,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
53,Block,11,Face,1,Pattern,BlackTopRightCornerSquare,action,RotateRight
