b b s
BlockAction.GoToFaceOne 0
BlockAction.GoToFaceTwo 0
BlockAction.GoToFaceThree 0
BlockAction.GoToFaceFour 2
BlockAction.GoToFaceFive 0
BlockAction.GoToFaceSix 0
BlockAction.RotateLeft 10
BlockAction.RotateRight 4
BlockAction.PickUpBlock 16
BlockAction.PlaceInPuzzle 16
PuzzleAction.LookAtPuzzle 14
